SinhVienKey,MaSinhVien,HoTen,GioiTinh,NgaySinh,QueQuan,NgayNhapHoc,KhoaHoc,NamSinhVien,TrangThaiHocTap,LopKey,NganhKey,KhoaKey,NhomNangLuc
936,SV16014027,Nhật Đức Lê,Nam,2007-11-03,Vĩnh Phúc,2025-08-22,Khóa 16,1,Đang học,14,3,1,Khá
937,SV16014028,Hoàng Phú Bùi,Nam,2007-07-04,Bắc Ninh,2025-08-10,Khóa 16,1,Đang học,14,3,1,Trung bình
938,SV16014029,Anh Lê,Nam,2007-02-03,Hải Phòng,2025-09-28,Khóa 16,1,Đang học,14,3,1,Trung bình
939,SV16014030,Quang Lê,Nam,2007-07-10,Nam Định,2025-08-11,Khóa 16,1,Bảo lưu,14,3,1,Giỏi
940,SV16014031,Bà Mai Mai,Nữ,2007-04-12,Hà Nội,2025-09-21,Khóa 16,1,Đang học,14,3,1,Khá
941,SV16014032,Ông Anh Đặng,Nam,2007-07-07,Bắc Giang,2025-09-16,Khóa 16,1,Đang học,14,3,1,Khá
942,SV16014033,Ông Trọng Dương,Nam,2007-03-31,Hải Phòng,2025-08-04,Khóa 16,1,Đang học,14,3,1,Khá
943,SV16014034,Tú Bảo Đặng,Nam,2007-02-19,Thanh Hóa,2025-09-10,Khóa 16,1,Đang học,14,3,1,Khá
944,SV16014035,Ông Quang Lê,Nam,2007-08-03,Bắc Giang,2025-08-06,Khóa 16,1,Đang học,14,3,1,Khá
945,SV16014036,Lan Vũ,Nữ,2007-09-20,Hưng Yên,2025-08-22,Khóa 16,1,Đang học,14,3,1,Trung bình
946,SV16014037,Ông Khoa Vũ,Nam,2007-01-31,Hà Nam,2025-08-22,Khóa 16,1,Đang học,14,3,1,Trung bình
947,SV16014038,Nhật Tấn Vũ,Nam,2007-01-15,Quảng Ninh,2025-09-15,Khóa 16,1,Đang học,14,3,1,Khá
948,SV16014039,Lâm Trí Hoàng,Nam,2007-03-24,Hải Dương,2025-08-28,Khóa 16,1,Đang học,14,3,1,Trung bình
949,SV16014040,Châu Tấn Trần,Nam,2007-03-07,Hưng Yên,2025-08-13,Khóa 16,1,Đang học,14,3,1,Khá
950,SV16014041,Tú Thị Vũ,Nam,2007-11-09,Bắc Giang,2025-09-25,Khóa 16,1,Đang học,14,3,1,Trung bình
951,SV16014042,Ông Quang Dương,Nam,2007-04-07,Hà Nam,2025-09-07,Khóa 16,1,Cảnh báo học vụ,14,3,1,Giỏi
952,SV16014043,Nhật Văn Nguyễn,Nam,2007-03-26,Bắc Giang,2025-08-26,Khóa 16,1,Đang học,14,3,1,Khá
953,SV16014044,Ông Hưng Dương,Nam,2007-02-20,Vĩnh Phúc,2025-09-06,Khóa 16,1,Đang học,14,3,1,Khá
954,SV16014045,Tú Trần,Nam,2007-11-19,Phú Thọ,2025-08-08,Khóa 16,1,Đang học,14,3,1,Khá
955,SV16014046,Huy Phạm,Nam,2007-02-04,Bắc Giang,2025-09-12,Khóa 16,1,Đang học,14,3,1,Giỏi
956,SV16014047,Phúc Đức Phạm,Nam,2007-10-19,Ninh Bình,2025-09-24,Khóa 16,1,Đang học,14,3,1,Trung bình
957,SV16014048,Hạnh Xuân Phạm,Nam,2007-07-02,Thái Nguyên,2025-09-03,Khóa 16,1,Đang học,14,3,1,Giỏi
958,SV16014049,An Hữu Trần,Nam,2007-07-08,Vĩnh Phúc,2025-08-08,Khóa 16,1,Đang học,14,3,1,Trung bình
959,SV16014050,Ông Bảo Nguyễn,Nam,2007-10-31,Nghệ An,2025-08-06,Khóa 16,1,Bảo lưu,14,3,1,Trung bình
960,SV16014051,Khoa Mai Vũ,Nam,2007-05-14,Hải Phòng,2025-09-26,Khóa 16,1,Đang học,14,3,1,Trung bình
961,SV16014052,Cô Kim Trần,Nữ,2007-01-18,Thái Nguyên,2025-09-22,Khóa 16,1,Đang học,14,3,1,Giỏi
962,SV16014053,Vân Trần,Nữ,2007-07-26,Vĩnh Phúc,2025-09-17,Khóa 16,1,Đang học,14,3,1,Trung bình
963,SV16014054,Bảo Lê,Nữ,2007-06-06,Hải Dương,2025-09-04,Khóa 16,1,Đang học,14,3,1,Giỏi
964,SV16014055,Lâm Đức Trần,Nam,2007-10-09,Thái Nguyên,2025-08-23,Khóa 16,1,Đang học,14,3,1,Khá
965,SV16014056,Huy Phú Đặng,Nam,2007-06-14,Nghệ An,2025-09-29,Khóa 16,1,Đang học,14,3,1,Xuất sắc
966,SV16014057,Lâm Hữu Đặng,Nam,2007-07-27,Nghệ An,2025-09-29,Khóa 16,1,Đang học,14,3,1,Khá
967,SV16014058,Anh Phạm,Nam,2007-04-22,Thái Bình,2025-09-07,Khóa 16,1,Đang học,14,3,1,Khá
968,SV16014059,Dương Phạm,Nữ,2007-01-01,Nam Định,2025-09-28,Khóa 16,1,Đang học,14,3,1,Yếu
969,SV16014060,Chị Hồng Lê,Nữ,2007-07-05,Ninh Bình,2025-09-16,Khóa 16,1,Đang học,14,3,1,Khá
970,SV16014061,Hưng Hoàng,Nam,2007-02-17,Ninh Bình,2025-09-13,Khóa 16,1,Đang học,14,3,1,Khá
971,SV16014062,Khoa Bùi,Nữ,2007-02-05,Vĩnh Phúc,2025-09-18,Khóa 16,1,Đang học,14,3,1,Giỏi
972,SV16014063,Bảo Đặng,Nam,2007-12-26,Hải Phòng,2025-09-27,Khóa 16,1,Đang học,14,3,1,Khá
973,SV16014064,Nhật Bảo Nguyễn,Nam,2007-06-22,Bắc Ninh,2025-08-02,Khóa 16,1,Đang học,14,3,1,Giỏi
974,SV16014065,Hạnh Đức Vũ,Nam,2007-08-21,Hà Nội,2025-09-28,Khóa 16,1,Đang học,14,3,1,Yếu
975,SV16014066,Tùng Phạm,Nam,2007-05-12,Quảng Ninh,2025-08-18,Khóa 16,1,Bảo lưu,14,3,1,Khá
976,SV16014067,Thành Lê,Nữ,2007-10-02,Bắc Giang,2025-09-07,Khóa 16,1,Đang học,14,3,1,Giỏi
977,SV16014068,Chị Kim Hoàng,Nữ,2007-05-17,Nghệ An,2025-08-25,Khóa 16,1,Bảo lưu,14,3,1,Giỏi
978,SV16014069,Tú Dương,Nam,2007-01-26,Nghệ An,2025-08-01,Khóa 16,1,Đang học,14,3,1,Giỏi
979,SV16014070,Chị Khoa Đặng,Nữ,2007-08-24,Hưng Yên,2025-08-11,Khóa 16,1,Đang học,14,3,1,Khá
980,SV16014071,Hải Trí Đặng,Nam,2007-10-29,Nghệ An,2025-08-07,Khóa 16,1,Đang học,14,3,1,Khá
981,SV16014072,Ánh Đặng,Nữ,2007-08-10,Hải Phòng,2025-09-14,Khóa 16,1,Đang học,14,3,1,Khá
982,SV16014073,Anh Phạm,Nam,2007-03-24,Hưng Yên,2025-09-15,Khóa 16,1,Đang học,14,3,1,Trung bình
983,SV16014074,Bà Yến Phạm,Nữ,2007-03-12,Nghệ An,2025-09-29,Khóa 16,1,Đang học,14,3,1,Khá
984,SV16014075,Khoa Mai Bảo Lê,Nam,2007-11-15,Vĩnh Phúc,2025-08-19,Khóa 16,1,Đang học,14,3,1,Giỏi
985,SV16014076,Trung Bùi,Nam,2007-02-26,Thái Bình,2025-09-18,Khóa 16,1,Đang học,14,3,1,Trung bình
986,SV13015001,Hải Thị Dương,Nam,2004-10-18,Vĩnh Phúc,2022-08-22,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
987,SV13015002,Quý cô Xuân Phạm,Nữ,2004-11-22,Hưng Yên,2022-08-27,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
988,SV13015003,Chị Thảo Nguyễn,Nữ,2004-02-10,Bắc Ninh,2022-09-20,Khóa 13,4,Chậm tiến độ,15,4,2,Yếu
989,SV13015004,Quý ông Vũ Hoàng,Nam,2004-01-06,Phú Thọ,2022-08-02,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
990,SV13015005,Huy Dương,Nam,2004-11-01,Vĩnh Phúc,2022-08-14,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
991,SV13015006,Tùng Đặng,Nam,2004-11-20,Hà Nam,2022-08-17,Khóa 13,4,Chậm tiến độ,15,4,2,Trung bình
992,SV13015007,Hà Phạm,Nữ,2004-05-29,Hải Phòng,2022-09-18,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
993,SV13015008,Bác Tú Trần,Nam,2004-07-25,Hà Nam,2022-08-31,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
994,SV13015009,Tùng Đặng,Nam,2004-04-15,Bắc Giang,2022-08-01,Khóa 13,4,Tốt nghiệp,15,4,2,Yếu
995,SV13015010,Phương Phú Nguyễn,Nam,2004-08-28,Vĩnh Phúc,2022-08-07,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
996,SV13015011,Bà Hạnh Vũ,Nữ,2004-08-05,Bắc Ninh,2022-08-02,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
997,SV13015012,Nam Văn Mai,Nam,2004-06-15,Nghệ An,2022-08-15,Khóa 13,4,Tốt nghiệp,15,4,2,Yếu
998,SV13015013,Hoàng Phạm,Nam,2004-04-19,Hải Dương,2022-08-16,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
999,SV13015014,Bảo Bảo Hoàng,Nam,2004-11-24,Nam Định,2022-08-22,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1000,SV13015015,Xuân Trần,Nữ,2004-01-08,Hà Nội,2022-08-18,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1001,SV13015016,Nhật Tấn Hoàng,Nam,2004-08-01,Hải Dương,2022-09-18,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1002,SV13015017,Nhật Xuân Mai,Nam,2004-07-02,Thanh Hóa,2022-09-16,Khóa 13,4,Chậm tiến độ,15,4,2,Trung bình
1003,SV13015018,Châu Dương,Nam,2004-12-24,Phú Thọ,2022-08-13,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1004,SV13015019,Vũ Nguyễn,Nam,2004-05-14,Phú Thọ,2022-08-21,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1005,SV13015020,Trọng Phạm,Nam,2004-11-24,Phú Thọ,2022-08-03,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1006,SV13015021,Nhiên Phạm,Nam,2004-11-10,Vĩnh Phúc,2022-08-05,Khóa 13,4,Tốt nghiệp,15,4,2,Yếu
1007,SV13015022,An Mai Phạm,Nam,2004-03-25,Bắc Ninh,2022-09-12,Khóa 13,4,Tốt nghiệp,15,4,2,Yếu
1008,SV13015023,Xuân Trần,Nữ,2004-11-18,Vĩnh Phúc,2022-08-21,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1009,SV13015024,Quang Hải Hoàng,Nam,2004-05-23,Thanh Hóa,2022-09-28,Khóa 13,4,Chậm tiến độ,15,4,2,Trung bình
1010,SV13015025,Quý ông Trung Phạm,Nam,2004-09-15,Quảng Ninh,2022-09-23,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1011,SV13015026,Quý ông Tú Dương,Nam,2004-07-17,Hải Dương,2022-09-15,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1012,SV13015027,Quý ông Quang Nguyễn,Nam,2004-04-08,Hà Nội,2022-09-23,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1013,SV13015028,Bác Hoàng Trần,Nam,2004-02-19,Bắc Ninh,2022-09-06,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1014,SV13015029,An Văn Bùi,Nam,2004-02-19,Hải Dương,2022-09-20,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1015,SV13015030,Hạnh Hoàng Dương,Nam,2004-05-15,Hà Nội,2022-08-08,Khóa 13,4,Chậm tiến độ,15,4,2,Trung bình
1016,SV13015031,Khoa Phú Mai,Nam,2004-02-24,Nam Định,2022-08-12,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1017,SV13015032,Khoa Bùi,Nữ,2004-08-29,Hải Phòng,2022-08-13,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1018,SV13015033,Anh Quang Trần,Nam,2004-07-28,Hà Nội,2022-09-28,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1019,SV13015034,Ông Hoàng Phạm,Nam,2004-10-15,Hưng Yên,2022-09-26,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1020,SV13015035,Quang Xuân Lê,Nam,2004-11-21,Thái Nguyên,2022-09-02,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1021,SV13015036,Mai Lê,Nữ,2004-07-12,Hà Nam,2022-08-04,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1022,SV13015037,Anh Huy Trần,Nam,2004-04-02,Nghệ An,2022-09-02,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1023,SV13015038,Minh Đức Dương,Nam,2004-03-24,Hải Phòng,2022-08-25,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1024,SV13015039,Anh Quang Lê,Nam,2004-01-17,Hải Dương,2022-08-06,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1025,SV13015040,Châu Thị Trần,Nam,2004-04-17,Bắc Giang,2022-09-28,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1026,SV13015041,Mai Trần,Nữ,2004-12-14,Bắc Ninh,2022-08-03,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1027,SV13015042,Hoàng Thế Hoàng,Nam,2004-05-13,Quảng Ninh,2022-09-12,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1028,SV13015043,Thành Hữu Bùi,Nam,2004-05-21,Hà Nội,2022-09-19,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1029,SV13015044,Bác Nam Dương,Nam,2004-06-05,Nghệ An,2022-08-06,Khóa 13,4,Chậm tiến độ,15,4,2,Yếu
1030,SV13015045,An Thị Mai,Nam,2004-07-01,Thái Nguyên,2022-09-28,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1031,SV13015046,Quang Hữu Dương,Nam,2004-03-28,Hà Nội,2022-08-12,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1032,SV13015047,Yến Bùi,Nữ,2004-04-15,Hưng Yên,2022-09-23,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1033,SV13015048,Bác Hưng Lê,Nam,2004-10-29,Vĩnh Phúc,2022-08-02,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1034,SV13015049,Chị Phương Đặng,Nữ,2004-02-18,Phú Thọ,2022-08-15,Khóa 13,4,Chậm tiến độ,15,4,2,Yếu
1035,SV13015050,Cô Khoa Phạm,Nữ,2004-10-17,Bắc Ninh,2022-09-20,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1036,SV13015051,Huy Đức Nguyễn,Nam,2004-03-25,Nghệ An,2022-08-29,Khóa 13,4,Chậm tiến độ,15,4,2,Khá
1037,SV13015052,Ông Hoàng Lê,Nam,2004-08-03,Hà Nam,2022-08-03,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1038,SV13015053,Ông Bảo Vũ,Nam,2004-05-31,Hải Dương,2022-08-14,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1039,SV13015054,Duyên Bùi,Nữ,2004-11-22,Thanh Hóa,2022-09-22,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1040,SV13015055,Tùng Bảo Vũ,Nam,2004-12-04,Vĩnh Phúc,2022-08-02,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1041,SV13015056,Kim Hải Đặng,Nam,2004-09-26,Hải Dương,2022-08-20,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1042,SV13015057,Cô Lan Trần,Nữ,2004-10-05,Bắc Giang,2022-09-10,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1043,SV13015058,Chị Ngọc Hoàng,Nữ,2004-10-20,Thái Bình,2022-08-26,Khóa 13,4,Chậm tiến độ,15,4,2,Yếu
1044,SV13015059,Nhật Phú Dương,Nam,2004-04-23,Bắc Ninh,2022-08-04,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1045,SV13015060,Ông Châu Hoàng,Nam,2004-09-27,Nghệ An,2022-09-01,Khóa 13,4,Tốt nghiệp,15,4,2,Yếu
1046,SV13015061,Lâm Xuân Nguyễn,Nam,2004-05-02,Hải Phòng,2022-08-22,Khóa 13,4,Tốt nghiệp,15,4,2,Khá
1047,SV13015062,Vũ Nguyễn,Nam,2004-04-18,Thái Nguyên,2022-08-31,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1048,SV13015063,Bác Quang Bùi,Nam,2004-01-08,Thanh Hóa,2022-09-17,Khóa 13,4,Chậm tiến độ,15,4,2,Khá
1049,SV13015064,Hạnh Đức Mai,Nam,2004-03-11,Hải Phòng,2022-08-05,Khóa 13,4,Tốt nghiệp,15,4,2,Giỏi
1050,SV13015065,Hoàng Dương,Nam,2004-04-23,Thái Bình,2022-08-23,Khóa 13,4,Tốt nghiệp,15,4,2,Trung bình
1051,SV14016001,Bà Hạnh Trần,Nữ,2005-06-03,Thái Nguyên,2023-09-08,Khóa 14,3,Đang học,16,4,2,Khá
1052,SV14016002,Minh Văn Hoàng,Nam,2005-11-10,Thanh Hóa,2023-08-07,Khóa 14,3,Đang học,16,4,2,Trung bình
1053,SV14016003,Thành Trần,Nữ,2005-01-29,Vĩnh Phúc,2023-09-16,Khóa 14,3,Đang học,16,4,2,Giỏi
1054,SV14016004,Nhật Phạm,Nữ,2005-05-24,Bắc Giang,2023-08-09,Khóa 14,3,Đang học,16,4,2,Trung bình
1055,SV14016005,Quý ông Châu Hoàng,Nam,2005-08-19,Vĩnh Phúc,2023-09-09,Khóa 14,3,Đang học,16,4,2,Khá
1056,SV14016006,Trung Bảo Đặng,Nam,2005-10-11,Hải Phòng,2023-08-04,Khóa 14,3,Đang học,16,4,2,Trung bình
1057,SV14016007,Ông Quang Lê,Nam,2005-01-22,Hưng Yên,2023-09-13,Khóa 14,3,Đang học,16,4,2,Trung bình
1058,SV14016008,Bác Tú Dương,Nam,2005-12-28,Hưng Yên,2023-08-19,Khóa 14,3,Đang học,16,4,2,Khá
1059,SV14016009,Hà Đặng,Nữ,2005-04-12,Thái Bình,2023-09-09,Khóa 14,3,Đang học,16,4,2,Khá
1060,SV14016010,Trung Mai Vũ,Nam,2005-12-30,Thanh Hóa,2023-09-08,Khóa 14,3,Đang học,16,4,2,Yếu
1061,SV14016011,Quý ông Quang Trần,Nam,2005-09-14,Bắc Ninh,2023-09-28,Khóa 14,3,Cảnh báo học vụ,16,4,2,Giỏi
1062,SV14016012,Bảo Hoàng Dương,Nam,2005-03-17,Hải Phòng,2023-08-04,Khóa 14,3,Đang học,16,4,2,Xuất sắc
1063,SV14016013,Chị Khoa Bùi,Nữ,2005-11-08,Nghệ An,2023-09-24,Khóa 14,3,Đang học,16,4,2,Khá
1064,SV14016014,Quý cô Hồng Phạm,Nữ,2005-10-31,Hải Dương,2023-09-11,Khóa 14,3,Đang học,16,4,2,Khá
1065,SV14016015,Kim Thị Dương,Nam,2005-01-15,Ninh Bình,2023-08-30,Khóa 14,3,Cảnh báo học vụ,16,4,2,Trung bình
1066,SV14016016,Bác Tú Mai,Nam,2005-03-28,Quảng Ninh,2023-09-05,Khóa 14,3,Cảnh báo học vụ,16,4,2,Khá
1067,SV14016017,Minh Trần,Nam,2005-09-17,Ninh Bình,2023-09-24,Khóa 14,3,Đang học,16,4,2,Trung bình
1068,SV14016018,Ông Hoàng Bùi,Nam,2005-02-28,Ninh Bình,2023-09-15,Khóa 14,3,Đang học,16,4,2,Giỏi
1069,SV14016019,Bảo Thế Đặng,Nam,2005-11-14,Hưng Yên,2023-08-04,Khóa 14,3,Đang học,16,4,2,Xuất sắc
1070,SV14016020,Hải Phú Đặng,Nam,2005-11-30,Thanh Hóa,2023-09-06,Khóa 14,3,Đang học,16,4,2,Khá
1071,SV14016021,Trọng Bùi,Nam,2005-04-18,Phú Thọ,2023-09-04,Khóa 14,3,Đang học,16,4,2,Giỏi
1072,SV14016022,Trung Mai,Nam,2005-05-15,Bắc Ninh,2023-08-15,Khóa 14,3,Đang học,16,4,2,Giỏi
1073,SV14016023,Bà Khoa Đặng,Nữ,2005-04-29,Thái Nguyên,2023-08-17,Khóa 14,3,Đang học,16,4,2,Khá
1074,SV14016024,Tú Tấn Lê,Nam,2005-03-14,Thái Nguyên,2023-09-11,Khóa 14,3,Cảnh báo học vụ,16,4,2,Khá
1075,SV14016025,Hoàng Văn Đặng,Nam,2005-09-26,Thái Nguyên,2023-08-12,Khóa 14,3,Đang học,16,4,2,Giỏi
1076,SV14016026,Bác Quang Lê,Nam,2005-09-29,Nghệ An,2023-08-18,Khóa 14,3,Đang học,16,4,2,Trung bình
1077,SV14016027,Nam Thế Đặng,Nam,2005-03-24,Hải Dương,2023-09-07,Khóa 14,3,Đang học,16,4,2,Trung bình
1078,SV14016028,Nam Hoàng Nguyễn,Nam,2005-12-19,Thái Bình,2023-08-29,Khóa 14,3,Đang học,16,4,2,Giỏi
1079,SV14016029,Hoàng Dương,Nam,2005-06-22,Hải Phòng,2023-08-22,Khóa 14,3,Đang học,16,4,2,Khá
1080,SV14016030,Bảo Phạm,Nam,2005-11-05,Vĩnh Phúc,2023-09-01,Khóa 14,3,Đang học,16,4,2,Khá
1081,SV14016031,Quý ông Tú Đặng,Nam,2005-05-26,Hải Dương,2023-09-08,Khóa 14,3,Cảnh báo học vụ,16,4,2,Khá
1082,SV14016032,Hạnh Mai,Nữ,2005-12-15,Hưng Yên,2023-09-06,Khóa 14,3,Đang học,16,4,2,Yếu
1083,SV14016033,Lâm Nguyễn,Nữ,2005-03-05,Bắc Giang,2023-08-14,Khóa 14,3,Đang học,16,4,2,Khá
1084,SV14016034,Minh Dương,Nam,2005-09-12,Nam Định,2023-08-26,Khóa 14,3,Đang học,16,4,2,Khá
1085,SV14016035,Cô Hương Hoàng,Nữ,2005-10-24,Thái Bình,2023-09-14,Khóa 14,3,Đang học,16,4,2,Trung bình
1086,SV14016036,Tú Hữu Nguyễn,Nam,2005-07-10,Nghệ An,2023-09-29,Khóa 14,3,Bảo lưu,16,4,2,Yếu
1087,SV14016037,Hà Mai Đặng,Nam,2005-06-11,Hà Nội,2023-08-15,Khóa 14,3,Đang học,16,4,2,Khá
1088,SV14016038,An Hữu Đặng,Nam,2005-01-28,Nghệ An,2023-08-11,Khóa 14,3,Cảnh báo học vụ,16,4,2,Khá
1089,SV14016039,Quang Trí Mai,Nam,2005-07-25,Hải Dương,2023-08-18,Khóa 14,3,Đang học,16,4,2,Khá
1090,SV14016040,Cô Vi Mai,Nữ,2005-08-27,Hải Dương,2023-08-02,Khóa 14,3,Đang học,16,4,2,Giỏi
1091,SV14016041,Bà Mai Dương,Nữ,2005-03-24,Hải Dương,2023-09-04,Khóa 14,3,Đang học,16,4,2,Trung bình
1092,SV14016042,Anh Tùng Phạm,Nam,2005-05-03,Thái Bình,2023-08-21,Khóa 14,3,Đang học,16,4,2,Khá
1093,SV14016043,Quang Thị Trần,Nam,2005-12-26,Nghệ An,2023-09-17,Khóa 14,3,Bảo lưu,16,4,2,Trung bình
1094,SV14016044,Bác Châu Lê,Nam,2005-11-26,Ninh Bình,2023-08-22,Khóa 14,3,Đang học,16,4,2,Khá
1095,SV14016045,Linh Dương,Nữ,2005-02-28,Nam Định,2023-09-03,Khóa 14,3,Đang học,16,4,2,Giỏi
1096,SV14016046,Bảo Đức Trần,Nam,2005-09-09,Thái Bình,2023-09-23,Khóa 14,3,Đang học,16,4,2,Trung bình
1097,SV14016047,Khoa Tấn Đặng,Nam,2005-07-29,Thanh Hóa,2023-09-14,Khóa 14,3,Đang học,16,4,2,Trung bình
1098,SV14016048,Khoa Xuân Phạm,Nam,2005-10-25,Quảng Ninh,2023-08-07,Khóa 14,3,Đang học,16,4,2,Khá
1099,SV14016049,Nhiên Dương,Nam,2005-11-16,Thái Bình,2023-08-26,Khóa 14,3,Đang học,16,4,2,Giỏi
1100,SV14016050,Anh Trí Đặng,Nam,2005-05-18,Phú Thọ,2023-09-23,Khóa 14,3,Đang học,16,4,2,Giỏi
1101,SV14016051,Lâm Mai Hoàng,Nam,2005-11-21,Ninh Bình,2023-08-30,Khóa 14,3,Đang học,16,4,2,Xuất sắc
1102,SV14016052,Bảo Trần,Nam,2005-07-22,Hưng Yên,2023-08-03,Khóa 14,3,Đang học,16,4,2,Trung bình
1103,SV14016053,Huy Lê,Nam,2005-01-15,Ninh Bình,2023-09-05,Khóa 14,3,Đang học,16,4,2,Khá
1104,SV14016054,Lâm Đức Mai,Nam,2005-05-18,Hưng Yên,2023-08-24,Khóa 14,3,Cảnh báo học vụ,16,4,2,Xuất sắc
1105,SV14016055,Hải Bảo Phạm,Nam,2005-12-04,Hải Phòng,2023-08-30,Khóa 14,3,Bảo lưu,16,4,2,Khá
1106,SV14016056,Phương Mai,Nữ,2005-11-02,Nghệ An,2023-09-13,Khóa 14,3,Cảnh báo học vụ,16,4,2,Khá
1107,SV14016057,Thành Phú Nguyễn,Nam,2005-09-07,Thanh Hóa,2023-08-23,Khóa 14,3,Đang học,16,4,2,Khá
1108,SV14016058,Nhật Đức Nguyễn,Nam,2005-09-17,Phú Thọ,2023-09-22,Khóa 14,3,Đang học,16,4,2,Trung bình
1109,SV14016059,Bác Quang Bùi,Nam,2005-03-18,Phú Thọ,2023-08-22,Khóa 14,3,Đang học,16,4,2,Khá
1110,SV14016060,Bác Nhiên Nguyễn,Nam,2005-12-19,Thái Bình,2023-08-05,Khóa 14,3,Đang học,16,4,2,Khá
1111,SV14016061,Anh Trọng Trần,Nam,2005-05-08,Thanh Hóa,2023-09-02,Khóa 14,3,Đang học,16,4,2,Khá
1112,SV14016062,Nam Dương,Nam,2005-05-01,Phú Thọ,2023-09-16,Khóa 14,3,Đang học,16,4,2,Khá
1113,SV14016063,Anh Nhiên Dương,Nam,2005-12-28,Bắc Giang,2023-08-01,Khóa 14,3,Đang học,16,4,2,Khá
1114,SV14016064,Bà Hải Đặng,Nữ,2005-10-11,Nghệ An,2023-09-05,Khóa 14,3,Cảnh báo học vụ,16,4,2,Giỏi
1115,SV14016065,Bác Thành Nguyễn,Nam,2005-10-05,Bắc Ninh,2023-09-02,Khóa 14,3,Đang học,16,4,2,Yếu
1116,SV14016066,Trung Quang Dương,Nam,2005-12-07,Hải Phòng,2023-08-27,Khóa 14,3,Đang học,16,4,2,Khá
1117,SV14016067,Hương Mai,Nữ,2005-09-07,Nam Định,2023-08-12,Khóa 14,3,Đang học,16,4,2,Khá
1118,SV14016068,Trung Lê,Nam,2005-06-27,Thái Nguyên,2023-08-15,Khóa 14,3,Đang học,16,4,2,Giỏi
1119,SV14016069,Khoa Hoàng Mai,Nam,2005-10-08,Vĩnh Phúc,2023-08-09,Khóa 14,3,Đang học,16,4,2,Khá
1120,SV14016070,Cô Xuân Trần,Nữ,2005-09-22,Hưng Yên,2023-09-18,Khóa 14,3,Đang học,16,4,2,Trung bình
1121,SV14016071,Ông Anh Mai,Nam,2005-03-14,Hưng Yên,2023-09-14,Khóa 14,3,Đang học,16,4,2,Giỏi
1122,SV15017001,Quý ông Quang Mai,Nam,2006-05-05,Thái Bình,2024-08-10,Khóa 15,2,Đang học,17,4,2,Khá
1123,SV15017002,Trung Phú Đặng,Nam,2006-03-29,Hải Dương,2024-09-16,Khóa 15,2,Đang học,17,4,2,Khá
1124,SV15017003,Quý ông Khoa Nguyễn,Nam,2006-07-03,Quảng Ninh,2024-09-20,Khóa 15,2,Đang học,17,4,2,Yếu
1125,SV15017004,Phúc Xuân Trần,Nam,2006-10-15,Hưng Yên,2024-08-22,Khóa 15,2,Đang học,17,4,2,Trung bình
